Date,Event,Details,Billing on,Shop name,Shop country,Shop email,Shop domain
2021-05-19 14:33:15 UTC,Installed,,,boule2poils.fr,FR,boule2poils.fr@gmail.com,boule2poils-fr.myshopify.com
2021-05-19 14:33:48 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,boule2poils.fr,FR,boule2poils.fr@gmail.com,boule2poils-fr.myshopify.com
2021-05-19 14:33:50 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-18,boule2poils.fr,FR,boule2poils.fr@gmail.com,boule2poils-fr.myshopify.com
2021-05-19 14:38:40 UTC,Uninstalled,"",,paws and presto,GB,tom@pawsandpresto.co.uk,paws-and-presto.myshopify.com
2021-05-19 14:38:41 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,paws and presto,GB,tom@pawsandpresto.co.uk,paws-and-presto.myshopify.com
2021-05-19 15:11:11 UTC,Closed Store,,,guasha beauty lab,US,coskunerkan9984@gmail.com,guasha-beauty-lab.myshopify.com
2021-05-19 16:00:20 UTC,Installed,,,REPUBLIC COSMETICS,MX,mfgarcia@republiccosmetics.com,republiccosmetics.myshopify.com
2021-05-19 16:02:07 UTC,Installed,,,Shop Lemon Drop - A Children's Collection,US,cmcalpin2016@gmail.com,shop-lemon-drop-a-childrens-collection.myshopify.com
2021-05-19 16:14:28 UTC,Installed,,,paws and presto,GB,tom@pawsandpresto.co.uk,paws-and-presto.myshopify.com
2021-05-19 16:14:49 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,paws and presto,GB,tom@pawsandpresto.co.uk,paws-and-presto.myshopify.com
2021-05-19 16:14:51 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-18,paws and presto,GB,tom@pawsandpresto.co.uk,paws-and-presto.myshopify.com
2021-05-19 16:38:59 UTC,Closed Store,,,King Air Mask,IT,kingairmaskweb@gmail.com,kingairmask.myshopify.com
2021-05-19 16:39:00 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,2021-05-29,King Air Mask,IT,kingairmaskweb@gmail.com,kingairmask.myshopify.com
2021-05-19 16:53:52 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,Good Clean Wine,US,courtney@goodclean.wine,good-clean-wine.myshopify.com
2021-05-19 16:53:54 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-14,Good Clean Wine,US,courtney@goodclean.wine,good-clean-wine.myshopify.com
2021-05-19 17:05:03 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,New Vintage Handbags,US,Stephanie@NewVintageHandbags.com,ce-shop.myshopify.com
2021-05-19 17:05:06 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-17,New Vintage Handbags,US,Stephanie@NewVintageHandbags.com,ce-shop.myshopify.com
2021-05-19 17:05:06 UTC,Uninstalled,I found a better app,,MAGENTSY,US,magentsy@gmail.com,magentsy.myshopify.com
2021-05-19 17:05:07 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,MAGENTSY,US,magentsy@gmail.com,magentsy.myshopify.com
2021-05-19 17:05:09 UTC,Uninstalled,"",,Sweet Baby,ES,info@sweetbabyy.com,swett-baby.myshopify.com
2021-05-19 17:05:10 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,Sweet Baby,ES,info@sweetbabyy.com,swett-baby.myshopify.com
2021-05-19 17:07:36 UTC,Uninstalled,"",,Pupsyy,BE,sav.pupsy@gmail.com,pupsyy.myshopify.com
2021-05-19 17:07:37 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,Pupsyy,BE,sav.pupsy@gmail.com,pupsyy.myshopify.com
2021-05-19 17:10:43 UTC,Re-opened Store,,,Journei Beauty,US,journeibeauty@gmail.com,journei-beauty.myshopify.com
2021-05-19 17:16:24 UTC,Installed,,,Les Trois Petits Cochons,US,adad@3pigs.com,les-trois-petits-cochons.myshopify.com
2021-05-19 17:16:48 UTC,Installed,,,Republic Cosmetics,MX,mfgarcia@republiccosmetics.com,costaricaec.myshopify.com
2021-05-19 17:17:26 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,Republic Cosmetics,MX,mfgarcia@republiccosmetics.com,costaricaec.myshopify.com
2021-05-19 17:17:28 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-18,Republic Cosmetics,MX,mfgarcia@republiccosmetics.com,costaricaec.myshopify.com
2021-05-19 17:30:50 UTC,Re-opened Store,,,YOU ARE FIT,MX,uarefit@hotmail.com,youarefiit.myshopify.com
2021-05-19 17:30:57 UTC,Recurring charge unfrozen,In Cart Upsell - FLEX - 0.0,2021-05-27,YOU ARE FIT,MX,uarefit@hotmail.com,youarefiit.myshopify.com
2021-05-19 17:36:10 UTC,Uninstalled,"",,Republic Cosmetics,MX,mfgarcia@republiccosmetics.com,costaricaec.myshopify.com
2021-05-19 17:36:11 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,Republic Cosmetics,MX,mfgarcia@republiccosmetics.com,costaricaec.myshopify.com
2021-05-19 17:37:25 UTC,Re-opened Store,,,Dripbox,DE,lewisbusiness391@web.de,besttrends981.myshopify.com
2021-05-19 17:45:20 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,Unfabled,GB,hello@unfabled.co,unfabled.myshopify.com
2021-05-19 17:51:36 UTC,Closed Store,,,Vulcron,US,vulcronlogistics@gmail.com,outd00ressentials.myshopify.com
2021-05-19 18:01:19 UTC,Installed,,,Shop – Common Cause,US,tphillips@fiimarketing.com,commoncauseshop.myshopify.com
2021-05-19 18:03:23 UTC,Recurring charge unfrozen,In Cart Upsell - FLEX - 0.0,2021-06-18,SmoothyPro,ES,mysmoothypro@gmail.com,mysmoothypro.myshopify.com
2021-05-19 18:03:27 UTC,Recurring charge unfrozen,In Cart Upsell - FLEX - 0.0,2021-06-18,GRIFFTED,TT,mygriffted@gmail.com,griffted.myshopify.com
2021-05-19 18:04:44 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,Shop – Common Cause,US,tphillips@fiimarketing.com,commoncauseshop.myshopify.com
2021-05-19 18:04:46 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-18,Shop – Common Cause,US,tphillips@fiimarketing.com,commoncauseshop.myshopify.com
2021-05-19 18:08:52 UTC,Uninstalled,"",,Locking Doors,US,itsimzinnia@gmail.com,portabledoorlock.myshopify.com
2021-05-19 18:08:53 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,Locking Doors,US,itsimzinnia@gmail.com,portabledoorlock.myshopify.com
2021-05-19 18:10:29 UTC,Installed,,,Locking Doors,US,itsimzinnia@gmail.com,portabledoorlock.myshopify.com
2021-05-19 18:12:35 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,Locking Doors,US,itsimzinnia@gmail.com,portabledoorlock.myshopify.com
2021-05-19 18:12:36 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-17,Locking Doors,US,itsimzinnia@gmail.com,portabledoorlock.myshopify.com
2021-05-19 18:15:16 UTC,Re-opened Store,,,lo7ate لوحاتي,US,netabood@hotmail.com,lo7ate.myshopify.com
2021-05-19 18:24:06 UTC,Uninstalled,"",,Shop – Common Cause,US,tphillips@fiimarketing.com,commoncauseshop.myshopify.com
2021-05-19 18:24:07 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,Shop – Common Cause,US,tphillips@fiimarketing.com,commoncauseshop.myshopify.com
2021-05-19 18:30:35 UTC,Re-opened Store,,,Pureté Nature,GB,info@puretenature.com,purete-nature.myshopify.com
2021-05-19 18:32:15 UTC,Closed Store,,,Fluffy Pals,GB,shuanmaroof1@mail.com,petcorners.myshopify.com
2021-05-19 18:46:55 UTC,Installed,,,Mint Breezy,CA,easy.breeze.mint@gmail.com,shop-mintbreezy.myshopify.com
2021-05-19 18:47:15 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,Mint Breezy,CA,easy.breeze.mint@gmail.com,shop-mintbreezy.myshopify.com
2021-05-19 18:47:16 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-18,Mint Breezy,CA,easy.breeze.mint@gmail.com,shop-mintbreezy.myshopify.com
2021-05-19 19:28:22 UTC,Installed,,,Gifts Tycoon,CA,crazytycoon.gift@gmail.com,gifts-tycoon.myshopify.com
2021-05-19 19:28:38 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,Gifts Tycoon,CA,crazytycoon.gift@gmail.com,gifts-tycoon.myshopify.com
2021-05-19 19:28:39 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-18,Gifts Tycoon,CA,crazytycoon.gift@gmail.com,gifts-tycoon.myshopify.com
2021-05-19 19:33:40 UTC,Installed,,,BigBang Utensilios ,BR,suellenfiladelfo25@gmail.com,bigbang-utilidades.myshopify.com
2021-05-19 19:44:51 UTC,Installed,,,Identities Brand ,SK,identitiesbrand@gmail.com,identities-brand.myshopify.com
2021-05-19 19:48:55 UTC,Uninstalled,Does not meet my needs; It was hard to install and I could not find what I needed after following the instructions.,,Identities Brand ,SK,identitiesbrand@gmail.com,identities-brand.myshopify.com
2021-05-19 20:05:18 UTC,Re-opened Store,,,SummerKnights,US,summerknightsupply@gmail.com,summerknight.myshopify.com
2021-05-19 20:05:19 UTC,Recurring charge unfrozen,In Cart Upsell - FLEX - 0.0,2021-06-12,SummerKnights,US,summerknightsupply@gmail.com,summerknight.myshopify.com
2021-05-19 20:10:33 UTC,Installed,,,Shop – Common Cause,US,tphillips@fiimarketing.com,commoncauseshop.myshopify.com
2021-05-19 20:14:38 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,Shop – Common Cause,US,tphillips@fiimarketing.com,commoncauseshop.myshopify.com
2021-05-19 20:14:39 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-18,Shop – Common Cause,US,tphillips@fiimarketing.com,commoncauseshop.myshopify.com
2021-05-19 20:21:01 UTC,Installed,,,sugartradar,CL,sugart@radar.cl,sugartradar.myshopify.com
2021-05-19 20:21:51 UTC,Recurring charge declined,In Cart Upsell - FLEX - 0.0,,sugartradar,CL,sugart@radar.cl,sugartradar.myshopify.com
2021-05-19 20:23:00 UTC,Uninstalled,"",,sugartradar,CL,sugart@radar.cl,sugartradar.myshopify.com
2021-05-19 20:39:28 UTC,Closed Store,,,BUYOPY,GB,mybuyopy@gmail.com,buyopy.myshopify.com
2021-05-19 20:39:29 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,2021-06-06,BUYOPY,GB,mybuyopy@gmail.com,buyopy.myshopify.com
2021-05-19 20:50:42 UTC,Installed,,,WoodonWall ,SE,info@woodonwall.se,woodonwall.myshopify.com
2021-05-19 20:51:53 UTC,Uninstalled,"",,WoodonWall ,SE,info@woodonwall.se,woodonwall.myshopify.com
2021-05-19 21:00:34 UTC,Installed,,,Terra Refill,MX,soyrefiller@terrarefill.com,terrarrefill.myshopify.com
2021-05-19 21:02:53 UTC,Uninstalled,"",,Terra Refill,MX,soyrefiller@terrarefill.com,terrarrefill.myshopify.com
2021-05-19 21:08:45 UTC,Uninstalled,"",,Assault Fitness,US,mark@oopmcreative.com,assault-fitness-products.myshopify.com
2021-05-19 21:31:45 UTC,Installed,,,Fishing Angel,IL,FishingAngel653@gmail.com,fishing-angel.myshopify.com
2021-05-19 21:32:08 UTC,Uninstalled,Not needed anymore,,Fishing Angel,IL,FishingAngel653@gmail.com,fishing-angel.myshopify.com
2021-05-19 21:47:26 UTC,Installed,,,SSYBESHOP,PE,cissyshop19@gmail.com,ssybeshop.myshopify.com
2021-05-19 22:07:15 UTC,Installed,,,Fire and Courage,US,support@fireandcourage.com,fireandcourage.myshopify.com
2021-05-19 22:07:42 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,Fire and Courage,US,support@fireandcourage.com,fireandcourage.myshopify.com
2021-05-19 22:07:43 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-18,Fire and Courage,US,support@fireandcourage.com,fireandcourage.myshopify.com
2021-05-19 22:11:07 UTC,Installed,,,Iconswft,US,iconbusiness11@gmail.com,iconswft.myshopify.com
2021-05-19 22:11:50 UTC,Uninstalled,"",,Fire and Courage,US,support@fireandcourage.com,fireandcourage.myshopify.com
2021-05-19 22:11:51 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,Fire and Courage,US,support@fireandcourage.com,fireandcourage.myshopify.com
2021-05-19 22:13:22 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,Iconswft,US,iconbusiness11@gmail.com,iconswft.myshopify.com
2021-05-19 22:13:24 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-18,Iconswft,US,iconbusiness11@gmail.com,iconswft.myshopify.com
2021-05-19 22:14:30 UTC,Installed,,,Yugiproxyunlimited,US,info.mivh@gmail.com,yugiproxyunlimited.myshopify.com
2021-05-19 22:43:19 UTC,Uninstalled,"",,Iconswft,US,iconbusiness11@gmail.com,iconswft.myshopify.com
2021-05-19 22:43:20 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,Iconswft,US,iconbusiness11@gmail.com,iconswft.myshopify.com
2021-05-19 23:17:24 UTC,Installed,,,The Aromatherapy Co.,NZ,shopify@zyber.co.nz,the-aromatherapy-co-nz.myshopify.com
2021-05-19 23:34:08 UTC,Installed,,,dconmerch,US,hello@sprbot.com,dconmerch.myshopify.com
2021-05-19 23:36:54 UTC,Installed,,,HealthyUnion,DE,aharbibusiness@gmail.com,ali-harbi.myshopify.com
2021-05-20 00:02:42 UTC,Closed Store,,,Apparelooze,MU,daveshappiah@gmail.com,apparelooze.myshopify.com
2021-05-20 00:03:38 UTC,Uninstalled,"",,SAGA Intl/US,AU,info@saga.fitness,saga-vald.myshopify.com
2021-05-20 00:03:39 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,SAGA Intl/US,AU,info@saga.fitness,saga-vald.myshopify.com
2021-05-20 00:17:12 UTC,Uninstalled,"",,xsellingstuffx,RO,r.razvanel72@yahoo.com,xsellingstuffx.myshopify.com
2021-05-20 00:17:19 UTC,Installed,,,80's Purple,US,admin@productsgo.com,80spurple.myshopify.com
2021-05-20 00:21:24 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,80's Purple,US,admin@productsgo.com,80spurple.myshopify.com
2021-05-20 00:21:25 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-19,80's Purple,US,admin@productsgo.com,80spurple.myshopify.com
2021-05-20 00:25:12 UTC,Uninstalled,"",,Bubabies.com,US,florezasupply@gmail.com,bubabies-com.myshopify.com
2021-05-20 00:25:42 UTC,Closed Store,,,Myfix Cycles,CA,anthony@myfixcycles.com,myfix-cycles.myshopify.com
2021-05-20 00:30:05 UTC,Uninstalled,"",,THIRTY+ Clothing,US,thirtyplusclothing@gmail.com,lowkey-time-3.myshopify.com
2021-05-20 00:31:17 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Coherium,US,support@coherium.co,coherium.myshopify.com
2021-05-20 00:31:19 UTC,Usage charge applied,Shopify plan - 29.99,,NB Distillery,GB,info@nbdistillery.com,nb-distillery.myshopify.com
2021-05-20 00:31:20 UTC,Usage charge applied,Shopify Plus plan - 99.99,,George and Willy,NZ,hello@georgeandwilly.com,george-willy.myshopify.com
2021-05-20 00:31:21 UTC,Usage charge applied,Advanced Shopify plan - 59.99,,Best of England,GB,info@bestofengland.com,bestinsussex.myshopify.com
2021-05-20 00:31:22 UTC,Usage charge applied,Shopify plan - 29.99,,JSPREE,US,projspree@gmail.com,jspreee.myshopify.com
2021-05-20 00:31:23 UTC,Usage charge applied,Shopify plan - 29.99,,Lakay Designs Home Décor ,US,sales@lakaydesigns.com,lakay-designs-home-decor.myshopify.com
2021-05-20 00:31:24 UTC,Usage charge applied,Advanced Shopify plan - 59.99,,Max Effort Muscle,US,support@maxeffortmuscle.com,memuscle.myshopify.com
2021-05-20 00:31:25 UTC,Usage charge applied,Shopify plan - 29.99,,NOOOLEY,CH,mynoooley@gmail.com,noooley.myshopify.com
2021-05-20 00:31:26 UTC,Usage charge applied,Basic Shopify plan - 19.99,,delibird-shop,FR,contactdelibird@gmail.com,delibird-shop.myshopify.com
2021-05-20 00:31:27 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Your Passion,SK,mictom747@gmail.com,your-passion-by-ricardo.myshopify.com
2021-05-20 00:31:28 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Designer Xpress,GB,nexus22@mail.com,designer-xpress.myshopify.com
2021-05-20 00:31:28 UTC,Usage charge applied,Shopify Plus plan - 99.99,,Antique Candle Co.,US,brittany@antiquecandleco.com,antique-candle-co.myshopify.com
2021-05-20 00:31:29 UTC,Usage charge applied,Shopify plan - 29.99,,Belles & Beaus,US,Janet@BellesandBeaus.rocks,my-store-belles-beaus.myshopify.com
2021-05-20 00:31:30 UTC,Usage charge applied,Basic Shopify plan - 19.99,,CurveLab,NL,pawesomegoods@gmail.com,ecomkingstores.myshopify.com
2021-05-20 00:31:31 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Caribbeauty,FR,hello@caribbeauty.co,caribbeauty-co.myshopify.com
2021-05-20 00:31:32 UTC,Usage charge applied,Shopify plan - 29.99,,Grenada Boutique,DE,michaelarlt84@me.com,grenada-online.myshopify.com
2021-05-20 00:31:33 UTC,Usage charge applied,Basic Shopify plan - 19.99,,HCGLOBAL,VN,hcglobal7@gmail.com,hcglobal7.myshopify.com
2021-05-20 00:31:34 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Keldik Sleep Circadian & Performance,US,Soca@keldik.com,keldik.myshopify.com
2021-05-20 00:31:50 UTC,Closed Store,,,Rebot Deals,CA,rjdhillon007@gmail.com,beautyinsideu.myshopify.com
2021-05-20 00:32:00 UTC,Closed Store,,,Relentless,US,bemorerelentless@gmail.com,rated-relentless.myshopify.com
2021-05-20 00:32:04 UTC,Closed Store,,,Soul 7,US,sean@soul7.com,soul-seven.myshopify.com
2021-05-20 00:32:04 UTC,Usage charge applied,Basic Shopify plan - 19.99,,ALKAMARKETING ,DE,kanat@alka-marketing.de,alkamarketing.myshopify.com
2021-05-20 00:32:05 UTC,Usage charge applied,Advanced Shopify plan - 59.99,,Silvi,AU,ben@mysilvi.com,my-silvi.myshopify.com
2021-05-20 00:32:06 UTC,Usage charge applied,Basic Shopify plan - 19.99,,BRILLERAY,ES,mybrilleray@gmail.com,brilleray.myshopify.com
2021-05-20 00:32:07 UTC,Usage charge applied,Shopify plan - 29.99,,Bomby,FR,bombyfrance@gmail.com,bombyfr.myshopify.com
2021-05-20 00:32:07 UTC,Usage charge applied,Basic Shopify plan - 19.99,,BeautiBliss Naturals,US,beautiblissnaturals@gmail.com,beautibliss-naturals.myshopify.com
2021-05-20 00:32:09 UTC,Usage charge applied,Shopify plan - 29.99,,TRENDZCLICK,GB,trendzclick@gmail.com,trendzclick.myshopify.com
2021-05-20 00:32:09 UTC,Usage charge applied,Basic Shopify plan - 19.99,,SaliBerry,AT,bestellung@saliberry.at,saliberry.myshopify.com
2021-05-20 00:32:11 UTC,Usage charge applied,Shopify plan - 29.99,,camoLOTS.com,US,rich@camoLOTS.com,camolots.myshopify.com
2021-05-20 00:32:12 UTC,Usage charge applied,Shopify plan - 29.99,,MyPulsera,DE,info@mypulsera.de,mypulsera.myshopify.com
2021-05-20 00:32:13 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Big Club,IN,farmangazi35@gmail.com,big-club.myshopify.com
2021-05-20 00:32:22 UTC,Usage charge applied,Shopify plan - 29.99,,ZenUp,US,Support@Zenupstore.com,freedom-shoppers.myshopify.com
2021-05-20 00:32:23 UTC,Usage charge applied,Advanced Shopify plan - 59.99,,Cretailor,AU,dimcharmshop@gmail.com,cretailor.myshopify.com
2021-05-20 00:32:24 UTC,Usage charge applied,Shopify plan - 29.99,,MyShopatee,US,myshopatee@gmail.com,myshopatee.myshopify.com
2021-05-20 00:32:25 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Culture 4 Freedom,US,culture4freedom1@gmail.com,cullture-4-freedom.myshopify.com
2021-05-20 00:32:26 UTC,Usage charge applied,Shopify Plus plan - 99.99,,Farmacorp,BO,avaldivieso@farmacorp.com,farmacorp.myshopify.com
2021-05-20 00:32:26 UTC,Usage charge applied,Basic Shopify plan - 19.99,,SIGVARIS,US,us.insignia@sigvaris.com,insignia-by-sigvaris.myshopify.com
2021-05-20 00:32:27 UTC,Usage charge applied,Basic Shopify plan - 19.99,,SANTO STILO ,BR,sac@santostilo.com.br,santo-stilo.myshopify.com
2021-05-20 00:32:28 UTC,Usage charge applied,Shopify plan - 29.99,,Dispatch,US,support@dispatchmerch.com,dispatch-4.myshopify.com
2021-05-20 00:32:29 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Smooth Naturals,US,customerservice@smoothnaturals.com,smoothnaturals2.myshopify.com
2021-05-20 00:32:30 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Vonmarky tu Tienda ,CL,vonmarkysoporte@gmail.com,vonmarky.myshopify.com
2021-05-20 00:32:31 UTC,Usage charge applied,Shopify plan - 29.99,,Carly Rae Jepsen Merch,US,orders@secondcityprints.com,carly-rae-jepsen-merch.myshopify.com
2021-05-20 00:32:32 UTC,Installed,,,Recess Ops,US,isaac@recessops.com,recess-ops.myshopify.com
2021-05-20 00:32:32 UTC,Usage charge applied,Shopify plan - 29.99,,Masqueteers ,CA,info@masqueteers.com,masquer-aide-com.myshopify.com
2021-05-20 00:32:33 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Easy Paws,GB,alex@easypaws.co.uk,easypaws.myshopify.com
2021-05-20 00:32:34 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Laws Of Motions,IN,montezumaindia@outlook.com,laws-of-motions.myshopify.com
2021-05-20 00:32:34 UTC,Usage charge applied,Shopify plan - 29.99,,Flora CBD,US,info@gotflora.com,gotflora.myshopify.com
2021-05-20 00:32:38 UTC,Usage charge applied,Basic Shopify plan - 19.99,,PrettyLittleBeauties,DE,kendra.holub@web.de,prettylittlebeautie.myshopify.com
2021-05-20 00:32:39 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Veratok,AU,karimjebara16@hotmail.com,veratok.myshopify.com
2021-05-20 00:32:41 UTC,Usage charge applied,Basic Shopify plan - 19.99,,La Boutique Des Housses,GB,elisa.lbdh@gmail.com,gashminifati.myshopify.com
2021-05-20 00:32:48 UTC,Usage charge applied,Shopify plan - 29.99,,GoTie,US,adam@gotie.com,gotie-llc.myshopify.com
2021-05-20 00:32:49 UTC,Closed Store,,,BANG Accessories,AU,aaron@aarbia.com,bangaccessories.myshopify.com
2021-05-20 00:32:49 UTC,Usage charge applied,Shopify plan - 29.99,,DRSTOUCH,US,morgan@drstouch.com,drstouch.myshopify.com
2021-05-20 00:32:50 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Kabukia Store,FR,kabukiastore@gmail.com,kabukia-store.myshopify.com
2021-05-20 00:32:50 UTC,Usage charge applied,Basic Shopify plan - 19.99,,cocaineslim,SG,info@cocaineslim.com,cocaineslim.myshopify.com
2021-05-20 00:32:51 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Simply Three,US,zack@simplythreemusic.com,simply-three-music-merchandise.myshopify.com
2021-05-20 00:32:53 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Tolda Shop,CO,toldashop@gmail.com,tolda-shop.myshopify.com
2021-05-20 00:32:54 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Mainaam Garden,IN,mainaamgardensk@gmail.com,mainaam-garden.myshopify.com
2021-05-20 00:32:58 UTC,Usage charge applied,Shopify plan - 29.99,,Weighted Evolution,US,Orders@weightedevolution.com,weighted-evolution.myshopify.com
2021-05-20 00:33:00 UTC,Usage charge applied,Basic Shopify plan - 19.99,,CloudPort™,US,nbyrne@byrneindustriesgroup.com,cloudport.myshopify.com
2021-05-20 00:33:04 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Shoewies FI,NL,philipvercammen@gmail.com,shoewies-fr.myshopify.com
2021-05-20 00:33:05 UTC,Usage charge applied,Shopify plan - 29.99,,Snoozify Pet,AU,account@snoozifypet.com,snoozify-pet.myshopify.com
2021-05-20 00:33:06 UTC,Usage charge applied,Advanced Shopify plan - 59.99,,Loctote Industrial Bag Company,CA,support@loctote.com,loctote.myshopify.com
2021-05-20 00:33:07 UTC,Usage charge applied,Shopify plan - 29.99,,Cuela,US,cuela.coffee@gmail.com,cuela.myshopify.com
2021-05-20 00:33:08 UTC,Usage charge applied,Shopify plan - 29.99,,Vancouver Candle Co.,CA,info@vancouvercandleco.com,vancouver-candle-company.myshopify.com
2021-05-20 00:33:09 UTC,Usage charge applied,Basic Shopify plan - 19.99,,MYSAVIR,CA,mysavirpro@gmail.com,mysavir.myshopify.com
2021-05-20 00:33:16 UTC,Usage charge applied,Shopify Plus plan - 99.99,,Natural-Pawz,US,Alyssa.Waxenberg@ipphl.com,natural-pawz.myshopify.com
2021-05-20 00:33:17 UTC,Usage charge applied,Shopify plan - 29.99,,Diva World,GB,hello@diva-world.co.uk,bluesky-nail-gel-polish.myshopify.com
2021-05-20 00:33:18 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Sound Oracle Sound Kits,US,anom360@gmail.com,soundoracle-net.myshopify.com
2021-05-20 00:33:19 UTC,Usage charge applied,Shopify Plus plan - 99.99,,ONE.SHOP | The Official Online Shop of ONE Championship,SG,r.mirpuri@onefc.com,onefc.myshopify.com
2021-05-20 00:33:19 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Forest Cloud,MY,hello@forestcloud.com.my,forestcloud.myshopify.com
2021-05-20 00:33:20 UTC,Closed Store,,,Peaceful Bed,GB,peacefullbed@gmail.com,the-glow-lights.myshopify.com
2021-05-20 00:33:20 UTC,Usage charge applied,Shopify plan - 29.99,,PH Select,US,john@phselect.com,ph-select.myshopify.com
2021-05-20 00:33:21 UTC,Usage charge applied,Shopify plan - 29.99,,Uneeka,GB,hello@uneeka.com,uneekahome.myshopify.com
2021-05-20 00:33:22 UTC,Usage charge applied,Basic Shopify plan - 19.99,,DNAVISHOP,US,navishoppro@gmail.com,dnavishop.myshopify.com
2021-05-20 00:33:23 UTC,Usage charge applied,Shopify plan - 29.99,,Paint Me Beautiful Nail Supply,US,pmbnailsupply@gmail.com,myfadlis.myshopify.com
2021-05-20 00:33:24 UTC,Usage charge applied,Shopify plan - 29.99,,Dajoys,US,dajoysllc@gmail.com,dajoys-store.myshopify.com
2021-05-20 00:33:25 UTC,Usage charge applied,Basic Shopify plan - 19.99,,SilverWorks,PH,shopify@silverworks.com,silverworks-ph.myshopify.com
2021-05-20 00:33:26 UTC,Usage charge applied,Basic Shopify plan - 19.99,,www.hellosnooze.com,FR,theo@hellosnooze.com,hellosnooze.myshopify.com
2021-05-20 00:33:26 UTC,Usage charge applied,Shopify plan - 29.99,,Vene Rides,US,hello@venerides.com,vene-rides.myshopify.com
2021-05-20 00:33:28 UTC,Usage charge applied,Shopify plan - 29.99,,Biotyspa AU,AU,sales@biotyspa.com,biotyspa.myshopify.com
2021-05-20 00:33:29 UTC,Usage charge applied,Basic Shopify plan - 19.99,,TREZHOP,CA,trezhop@gmail.com,trezhop.myshopify.com
2021-05-20 00:33:31 UTC,Usage charge applied,Shopify Plus plan - 99.99,,The Sofa Cover House - Extendable armchair and sofa covers,US,contact@webdagan.com,the-sofa-cover-house.myshopify.com
